soal;level_kognitif;kelas;pelajaran;kko
Lakukanlah kegiatan menggambar sesuai dengan langkah-langkah berikut. 1. Siapkan kertas dan peralatan menggambar. 2. Gambarlah siklus hidup manusia beserta keterangannya. 3. Kalian juga bisa menambahkan dengan tahap yang lain dari manusia. Misalnya, menambahkan tahap muda atau lanjut usia. 4. Jika sudah, jelaskan gambar yang kalian buat kepada teman sebangku kalian.;C6;3;IPA;Mengkreasikan
Setelah membaca salah satu teks, kerjakan kegiatan berikut dengan saksama. 1. Identifikasi tahapan siklus hidup pada hewan tersebut. 2. Kemudian buatlah gambar siklus hidup hewan tersebut. 3. Berikan keterangan sesuai teks yang kalian baca. 4. Lihat kembali gambar siklus hidup kucing pada Topik A sebagai contoh.;C6;3;IPA;Mengkreasikan
Agar mengetahui apa itu metamorfosis, yuk kita lakukan kegiatan berikut. 1. Pilihlah satu hewan yang ditunjukkan oleh guru kalian. 2. Guru kalian akan menyebar informasi secara acak di sekitar kelas atau sekolah. 3. Carilah informasi mengenai hewan yang kalian pilih. Tuliskan dalam lembar kerja. 4. Buatlah gambar siklus hidup hewan tersebut sesuai informasi yang kalian dapatkan.;C6;3;IPA;Mengkreasikan
Buatlah gambar siklus hidup nyamuk dan tuliskan informasinya pada lembar kerja.;C6;3;IPA;Mengkreasikan
Buatlah poster atau infografis untuk menyampaikan ide kalian. Bagilah peran dalam tim sehingga semua kelompok berpartisipasi dalam pembuatan poster. Tuliskan juga oleh kalian cara mencegah perkembangbiakan nyamuk di sekitar sekolah dan rumah.;C6;3;IPA;Mengkreasikan
"Sebagai proyek belajar, mari membuat miniatur siklus hidup hewan. Kalian bisa membuatnya dalam bentuk: 1. diorama; 2. buku timbul atau buku 3D; 3. kolase; 4. bentuk yang lain sesuai kreativitas kalian.";C6;3;IPA;Mengkreasikan
Siapkan pensil, alat mewarnai, dan kertas gambar. Gambarlah sebuah contoh individu, populasi, dan komunitas pada kertas gambar. Selanjutnya gambarlah sebuah ekosistem dari gambar komunitas yang sudah dibuat.;C6;3;IPA;Mengkreasikan
Mari kita coba membuat sebuah ekosistem. Perhatian langkah- langkah berikut: 1. Siapkan alat menggambar. 2. Amati kembali ekosistem di sekitar sekolah. 3. Pikirkan komponen apa saja yang bisa kalian tambahkan atau kurangi. 4. Gambarkan ekosistem sekolah buatan kalian di kertas gambar. 5. Dalam kertas gambar tersebut, jelaskan beberapa pertanyaan berikut. a. Komponen apa saja yang kalian tambahkan? Apa alasannya? b. Komponen apa saja yang kalian kurangi atau hilangkan? Apa alasannya?;C6;3;IPA;Mengkreasikan
Buatlah kincir angin dari kertas lipat. Kalian dapat melihat bentuk energi yang dihasilkan angin.;C6;3;IPA;Mengkreasikan
Yuk, menggambar sebuah pesan. Pesannya adalah cara-cara agar tidak menyisakan atau membuang makanan.;C6;3;IPA;Mengkreasikan
"Gambarlah benda-benda yang menyimpan energi berikut: 1. energi cahaya; 2. energi panas; 3. energi bunyi; 4. energi gerak; 5. energi kimia; 6. energi listrik.";C6;3;IPA;Mengkreasikan
Buatlah denah rumah dari salah satu keluarga kalian. Bisa rumah nenek, sepupu, atau paman. Jangan lupa meminta izin terlebih dahulu ya.;C6;3;IPA;Mengkreasikan
Membuat Denah Sekolah 1. Bersama guru kalian, berjalan-jalanlah di sekitar sekolah dan amati bangunan serta tempat-tempat yang ada di sana. 2. Selanjutnya siapkan selembar kertas dan alat tulis. 3. Buatlah denah sekolah kalian. 4. Tuliskan keterangan seperti ruangan kelas, toilet, halaman, dan sebagainya. 5. Berikan tanda arah mata angin pada denah yang kalian buat.;C6;3;IPA;Mengkreasikan
Buatlah denah perjalanan dari sekolah menuju rumah kalian dengan menyertakan: Kenampakan alam, Kenampakan buatan;C6;3;IPA;Mengkreasikan
Berkumpullah kembali dengan teman sekelompok kalian. Kita akan membuat gambar. Perhatikan aturannya berikut ini. 1. Mintalah lembar kerja pada guru kalian. 2. Setiap kelompok menggambar ilustrasi kegiatan pada salah satu tradisi dari 3 bacaan yang guru berikan sebelumnya. 3. Gambar harus berhubungan dengan tradisi yang dipilih. 4. Sertakan juga dalam gambar informasi yang berhubungan dengan tradisi tersebut. 5. Gambar diwarnai dan diberi garis pinggir agar menjadi jelas. 6. Hasil gambar setiap kelompok akan ditempel di depan kelas.;C6;3;IPS;Mengkreasikan
Seperti apa pengaruh kondisi bentang alam di daerah kalian? Mari cari tahu dan ceritakan sesuai dengan langkah-langkah berikut. 1. Siapkan kertas HVS dan peralatan mewarnai. Kalian juga bisa membuat dalam buku gambar jika ada. 2. Gambarlah bentang alam yang ada di sekeliling kalian beserta keterangannya. 3. Kalian juga bisa menambahkan dengan karakter pekerjaan khas di sana. Misalnya, menambahkan petani, nelayan, usaha kuliner, pemandu wisata, dan lain sebagainya. 4. Jika sudah, jelaskan gambar yang kalian buat kepada teman sebangku kalian.;C6;3;IPS;Mengkreasikan
Sebagai proyek belajar, mari kita mencoba membuat miniatur rumah sesuai dengan kondisi lingkunganmu. Manfaatkan bahan-bahan bekas yang ada disekitar untuk membuat proyek ini.;C6;3;IPS;Mengkreasikan
Gambarlah denah rumahmu menuju ke sekolah secara sederhana pada lembaran berikut! Apabila sudah selesai, pajanglah hasil karyamu mading atau dinding kelas.;C6;3;PPKN;Mengkreasikan
Diskusikan dengan teman kelompokmu tentang kewajiban yang harus kamu laksanakan di sekolah dan hak yang harus kamu terima. Tuliskan pada peta konsep atau mind map yang kamu buat! Desain peta konsep atau mind map sesuai dengan kreativitas kelompokmu! Buatlah semenarik mungkin, kemudian sampaikan di depan kelompok lain!;C6;3;PPKN;Mengkreasikan
Gambarkan poster yang berisi ajakan untuk melaksanakan ke- wajiban di sekolah!;C6;3;PPKN;Mengkreasikan
Buatlah naskah drama sederhana tentang musyawarah bersama kelompokmu! Kamu dapat memilih tema-tema musyawarah berikut! Kemudian, praktikkan kegiatan musyawarah di depan teman-temanmu!;C6;3;PPKN;Mengarang
Buatlah sebuah puisi yang terdiri atas paling sedikit 3 bait dengan tema Impianmu. Ingatlah selalu untuk memperhatikan rima setiap baitnya.;C6;4;Bahasa Indonesia;Mengarang
Buatlah sebuah puisi yang terdiri atas paling sedikit 3 bait berdasarkan bacaan tersebut. Ingatlah selalu untuk memperhatikan rima setiap baitnya. Bacakanlah puisimu di depan kelas.;C6;4;Bahasa Indonesia;Mengarang
Proses fotosintesis pada tumbuhan membutuhkan beberapa unsur yang harus dimiliki oleh tumbuhan. Buatlah skema alur fotosintesis pada tumbuhan !;C6;4;IPA;Mengkreasikan
Benda yang berwujud padat, cair dan gas dapat mengalami perubahan wujud jika mengalami proses pemanasan atau pendinginan. Perubahan wujud suatu materi dibagi menjadi beberapa macam yaitu membeku, mencair, menguap mengembun dan menyublim. Berdasarkan hal di atas buatlah skema perubahan wujud benda padat, cair dan gas!;C6;4;IPA;Mengkreasikan
Tukang kebun menanam 4 bunga melati di lahan pertama dan menambahkan 4 bunga melati di lahan kedua dan menambahkan 4 bungan melati di lahan ketiga dan seterusnya. Berapa banyak bunga melati yang ditanam di lahan ke – 6? Gambarkan dengan menggunakan garis bilangan.;C6;4;Matematika;Mengkreasikan
Gambarlah 3 bangun segi banyak beraturan!;C6;4;Matematika;Mengkreasikan
Gambarlah contoh dua garis yang sejajar dan berpotongan!;C6;4;Matematika;Mengkreasikan
Buatlah poster ajakan untuk menjaga kelestarian hewan!;C6;4;Bahasa Indonesia;Mengkreasikan
Buatlah poster daftar piket sesuai hasil diskusi kalian sebelumnya. Kalian bebas berkreasi dengan bentuk, tata letak, dan pilihan warna. Setelah selesai, pajanglah daftar piket tersebut di dinding kelas.;C6;4;Bahasa Indonesia;Mengkreasikan
Gambarlah denah sederhana sekolah kalian dan lingkungan sekitar sekolah!;C6;4;Bahasa Indonesia;Mengkreasikan
Ceritakan di buku tulis rute perjalanan kalian dari rumah ke sekolah, dimulai dari rumah sebagai titik awal. Kalian juga dapat menggambar rute tersebut dengan denah sederhana atau menceritakannya dalam gambar.;C6;4;Bahasa Indonesia;Mengarang
Bersama teman-teman, buatlah gambar rambu-rambu tersebut. Kalian bisa menggunakan karton, manila, kardus bekas, atau kertas bekas. Berilah warna yang sesuai dengan tujuan rambu-rambu tersebut.;C6;4;Bahasa Indonesia;Mengkreasikan
Bentuklah 5 kelompok. Setiap kelompok harus membuat poster yang berisi kalimat persuasif.;C6;4;Bahasa Indonesia;Mengkreasikan
Rancanglah sebuah tarian sederhana. Gerakan hewan bisa menjadi sumber inspirasi kalian. Kalian juga dapat mengolah gerakan biasa menjadi tarian. Contohnya gerakan memetik bunga/buah atau mencuci dan menjemur pakaian.;C6;4;Bahasa Indonesia;Merancang
Buatlah celengan dari barang bekas seperti kaleng, botol plastik, kotak makanan, dari bambu, atau dari tanah liat;C6;4;Bahasa Indonesia;Mengkreasikan
Buatlah poster bagian-bagian gunung berapi dan penjelasannya.;C6;4;Bahasa Indonesia;Mengkreasikan
Carilah lagu anak-anak yang kalian suka dan memiliki rima. Salinlah lagu tersebut ke buku kalian. Jangan lupa tuliskan nama pengarangnya, kalau ada. Ubahlah kata-kata pada lagu tersebut dengan kata-kata kalian sendiri untuk menggambarkan Indonesia atau daerah kalian. Pastikan lagu gubahan kalian juga menggunakan baris-baris yang memiliki rima.;C6;4;Bahasa Indonesia;Mengkreasikan
Buatlah tulisan sepanjang 3 paragraf tentang asal-usul kalian. Untuk itu kalian perlu mewawancarai orang tua kalian.;C6;4;Bahasa Indonesia;Mengarang
Perhatikan gambar-gambar di bawah ini. Di buku kalian, buatlah satu atau dua kalimat yang menggambarkan kejadian di dalam setiap gambar. Susunlah kalimat-kalimat tersebut sesuai urutan peristiwa yang menurut kalian terjadi. Gunakan kata penghubung dalam kalimat dan antarkalimat.;C6;4;Bahasa Indonesia;Menyusun
buatlah bagan “Pengingat Minum”;C6;4;Bahasa Indonesia;Mengkreasikan
Pernahkah kalian sakit atau anggota keluarga kalian sakit? Apa yang kalian lakukan? Ceritakan di buku tulis kalian. Pastikan cerita kalian memiliki struktur awal, tengah, dan akhir.;C6;4;Bahasa Indonesia;Membangun
Cobalah untuk membuat ilustrasi tahapan proses fotosintesis pada daun. Perhatikan nomor-nomor pada infografis untuk membantu kalian membuat ilustrasi. Tambahkan keterangan pada ilustrasi yang kalian buat.;C6;4;IPA;Mengkreasikan
Buatlah penjelasan disertai dengan gambar mengenai siklus hidup tanaman yang kalian tanam seperti contoh berikut. Mulailah dari biji dan lanjutkan sampai berkembang biak.;C6;4;IPA;Mengkreasikan
Kalian ditantang untuk membuat ilustrasi yang menggambarkan bahwa energi cahaya, bunyi, panas, dan listrik termasuk energi gerak. 1. Buatlah ilustrasi untuk kegiatan pada masing-masing energi. 2. Berikan tanda panah untuk menggambarkan arah gerak pada energi cahaya, bunyi, dan panas. 3. Berikan warna agar gambar kalian terlihat menarik.;C6;4;IPA;Mengkreasikan
Buatlah peta pikiran dengan tema sejarah daerah kalian yang berisi informasi dari gelar wicara yang sudah dilakukan. Sertakan juga perbandingan daerah kalian dahulu dan saat ini. Tambahkan keterangan terkait tanggal penting, nama tokoh daerah, dan hal lain yang dianggap penting jika ada.;C6;4;IPS;Mengkreasikan
Buatlah sebuah cerita pendek atau komik yang menceritakan tentang masyarakat daerah kalian. Sisipkan juga nilai-nilai yang sudah kalian pelajari untuk disampaikan pada pembaca. Tunjukkan hasil karya ini kepada teman dan guru kalian. Selamat mencoba!;C6;4;IPS;Mengarang
Pada proyek belajar kali ini, kita buat poster infografis tentang daerah kita, yuk!;C6;4;IPS;Mengkreasikan
Kalian akan di bagi menjadi 6 kelompok dan mewakili salah satu dari 5 pulau besar (Sumatera, Jawa, Kalimantan, Sulawesi, dan Papua) dan 1 pulau gabungan (Bali, NTB, dan NTT) di Indonesia. Setiap kelompok akan menggambar peta satu pulau di Indonesia.;C6;4;IPS;Mengkreasikan
"Buatlah puisi dengan tema keragaman budaya Indonesia dengan kriteria sebagai berikut. 1. diberi judul; 2. terdiri dari 2 bait puisi yang berisi masing masing bait 4 baris; 3. tulis dengan rapi dan hiaslah kertas yang berisi puisi dengan tema gambar keberagaman; 4. sajikan puisi kalian di depan kelas.";C6;4;IPS;Mengarang
Secara berkelompok, buatlah jendela informasi mengikuti contoh skema di bawah. Diskusikanlah manfaat keberagaman budaya untuk mengisi jendela informasi kalian. Setiap kelompok akan bercerita mengenai jendela informasinya secara bergantian.;C6;4;IPS;Mengkreasikan
Bagaimana kalau kalian mencoba latihan membuat komik dengan tema “cara melestarikan budaya Indonesia”? Pelajari kriteria komiknya sebelum kalian memulai. 1. Diberi judul sesuai dengan cerita. 2. Terdiri dari minimal 8 panel. 3. Buat dengan rapi dan menarik agar bisa dibaca oleh teman kalian. 4. Jika memungkinkan warnai komik dengan alat mewarnai.;C6;4;IPS;Mengkreasikan
Buatlah diagram prioritas berdasarkan daftar kebutuhan kalian saat ini.;C6;4;IPS;Mengkreasikan
Tuliskan refleksi kalian dalam bentuk mind map seperti contoh di berikut!;C6;4;IPS;Mengkreasikan
Ceritakan pengalamanmu tentang menghargai perbedaan identitas masyarakat di lingkungan sekitar tempat tinggalmu. Ceritamu bisa mencontoh dari aktivitas sebelumnya yang sudah kamu pelajari. Ceritakanlah dalam bentuk cerpen, komik, pantun, puisi, atau lagu. Kamu dapat menampilkan ceritamu langsung di depan kelas. Kamu juga dapat menampilkan cerita di dalam kelompok atau melalui rekaman video.Ceritakan pengalamanmu tentang menghargai perbedaan identitas masyarakat di lingkungan sekitar tempat tinggalmu. Ceritamu bisa mencontoh dari aktivitas sebelumnya yang sudah kamu pelajari. Ceritakanlah dalam bentuk cerpen, komik, pantun, puisi, atau lagu. Kamu dapat menampilkan ceritamu langsung di depan kelas. Kamu juga dapat menampilkan cerita di dalam kelompok atau melalui rekaman video.;C6;4;PPKN;Mengkreasikan
Ceritakanlah pengalamanmu menjelajah lingkungan sekitar tempat tinggal! Ceritamu bisa mencontoh seperti pada aktivitas menyimak atau kamu bisa membuat cerita pengalaman sendiri. Ceritakanlah dalam bentuk cerpen, komik, pantun, puisi, atau lagu. Tampilkanlah ceritamu langsung di depan kelas atau di dalam kelompok. Kamu juga bisa menampilkan cerita melalui rekaman video.;C6;4;PPKN;Mengkreasikan
Cermatilah gambar berikut! Lalu, kerjakan tugas-tugasnya! a. Susunlah penomoran gambar bercerita tersebut sesuai alur/jalan ceritanya! b. Buatlah dua paragraf berdasarkan gambar bercerita yang telah kamu susun dengan benar!;C6;4;PPKN;Mengkreasikan
buatlah cerita pendek, komik, peta pikiran, poster, pantun, puisi, lagu, atau video pendek sesuai minat dan pilihanmu. Materinya tentang melestarikan budaya dan lingkungan sekitar dalam kehidupan sehari-harimu di rumah, sekolah, atau masyarakat.;C6;4;PPKN;Mengkreasikan
Buatlah poster sederhana (boleh dengan menggambar manual atau dengan aplikasi) tentang aturan kebersihan di lingkungan sekolah atau tempat tinggalmu! Lalu, pasanglah poster tersebut di suatu tempat terbuka dan dilalui orang! (Isi poster dapat berupa imbauan untuk memilah sampah atau buanglah sampah pada tempatnya.);C6;4;PPKN;Mengkreasikan
Kembangkan kalimat dibawah ini agar menjadi paragraf yang bagus! Aku bersepeda berkeliling desa.;C6;5;Bahasa Indonesia;Membangun
Buatlah bagan berdasarkan siklus air di atas ......;C6;5;IPA;Mengkreasikan
Kali ini buatlah akrostik dengan menggunakan nama kalian. Susunlah inisial nama kalian sebagai huruf pemula setiap baris puisi. Kalian dapat menuliskan hal-hal yang berkaitan dengan diri kalian seperti sifat, cita-cita, hobi, atau daerah tempat tinggal.;C6;5;Bahasa Indonesia;Mengkreasikan
Gambarlah peta berpikir tentang unsur intrinsik cerita di atas pada buku tulis.;C6;5;Bahasa Indonesia;Mengkreasikan
Apakah di rumah kalian ada kardus yang tidak terpakai? Jika ada, kalian dapat meniru cara Jefri memanfaatkan kardus tersebut menjadi sesuatu yang kreatif.;C6;5;Bahasa Indonesia;Mengkreasikan
Nama kegiatan ini adalah “Kreasi Anak Bangsa”. Bersama teman sekelompok, buatlah atau gambarlah sebuah produk inovasi (misalnya: pensil serbaguna, tempat sampah pintar, dan lainnya). Kembangkan ide kalian sekreatif mungkin. Gunakan bahan-bahan yang dapat ditemukan di sekitar kelas. Presentasikan di depan kelas.;C6;5;Bahasa Indonesia;Mengkreasikan
Kelas kalian hendak mengadakan kegiatan mini museum yang bertema Sejarah Indonesia. Buatlah pengumuman yang mengundang siswa-siswi dari kelas lain untuk hadir pada pameran tersebut. Perhatikan penulisan huruf besar, tanda baca, dan kelengkapan teks pengumuman.;C6;5;Bahasa Indonesia;Mengkreasikan
Buatlah sebuah poster yang mengajak pembaca untuk melakukan aksi melestarikan lingkungan. Tambahkan diagram atau gambar pendukung agar pesan poster menjadi jelas dan menarik.;C6;5;Bahasa Indonesia;Mengkreasikan
Buatlah sebuah papan informasi yang bertema mencegah perundungan.;C6;5;Bahasa Indonesia;Mengkreasikan
Sekarang, buatlah sebuah pantun nasihat yang terdiri atas satu atau dua bait. Tuliskan pada buku tulis kalian.;C6;5;Bahasa Indonesia;Mengkreasikan
Sekarang, saatnya kalian menulis naskah pidato. Perhatikan persyaratan menulis naskah pidato di bawah ini. Ikuti petunjuk dan juga contoh naskah pidato di halaman sebelumnya.;C6;5;Bahasa Indonesia;Mengkreasikan
Agar lebih mengerti bagaimana cara mata kita melihat, yuk kita buat gambar skema bagaimana mata melihat! Buatlah di buku tugas kalian dengan jelas dan diberi keterangan, ya! Sertakan juga nama bagian mata yang kalian gambarkan!;C6;5;IPA;Mengkreasikan
Sebagai proyek belajar, mari kita membuat sebuah media informasi mengenai cara menjaga kesehatan mata dan telinga.;C6;5;IPA;Mengkreasikan
Sekarang, kalian akan membuat ulang rantai makanan seperti sebelumnya, tetapi kalian buat dalam bentuk siklus.;C6;5;IPA;Mengkreasikan
Buatlah piramida makanan berdasarkan jaring-jaring makanan yang sudah kalian buat dalam bentuk gambar.;C6;5;IPA;Mengkreasikan
Buat gambar peta kenampakan alam di sekitar rumah tempat tinggal kalian.;C6;5;IPA;Mengkreasikan
Setelah mempelajari peta, bagaimana kalau kalian mencoba berlatih menggambar peta? Kalian bisa mencoba membuat peta tematik, artinya peta yang menggambarkan informasi dengan tema tertentu/khusus. Contohnya peta persebaran gunung, gunung berapi, sungai, danau, dan masih banyak lagi.;C6;5;IPS;Mengkreasikan
Mari kita coba buat peta sumber daya alam yang ada di negara kita. Kalian bisa melihat kembali peta atau sumber lainnya untuk mencari informasi.;C6;5;IPS;Mengkreasikan
Buatlah tulisan pendek tentang aktivitas ekonomi, tempat aktivitas ekonomi, dan hasil produksi daerah kalian!;C6;5;IPS;Membangun
Buatlah sebuah brosur promosi barang! Brosur adalah salah satu alat promosi yang banyak dipakai di masyarakat.;C6;5;IPS;Mengkreasikan
"Buatlah sebuah mind map produk unggulan daerah kalian. Di dalam mind map tersebut tuliskan informasi-informasi mengenai: 1. sumber daya alam yang menjadi bahan bakunya; 2. jenis aktivitas ekonomi yang terlibat di dalamnya; 3. faktor yang memengaruhi keunggulan produk.";C6;5;IPS;Mengkreasikan
Setelah kalian menuliskan bentuk-bentuk pelaksanaan norma, hak, dan kewajiban di atas, mari kita abadikan dalam sebuah pohon, yang dinamakan “Pohon Norma”.;C6;5;PPKN;Mengkreasikan
